ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Brand

22901,simple,BSA-000127-C,,Sewtec Gravity Steam Iron + Teflon Cover,1,0,visible,"Professional 1300W Electric Steam Iron with hanging water bottle for continuous steam. Features 5-level temperature control, perfect for tailors, laundry services, and home use. Suitable for all fabric types.","<h3 class="""" data-start=""92"" data-end=""153""><strong data-start=""96"" data-end=""153"">Electric Steam Iron with Hanging Water Bottle – 1300W</strong></h3>
\n<p class="""" data-start=""155"" data-end=""482"">This <strong data-start=""160"" data-end=""211"">Electric Steam Iron with a Hanging Water Bottle</strong> is a professional-grade steam iron designed for tailors, fashion designers, and anyone who values precision and efficiency in their ironing tasks. With its powerful steam output and ergonomic design, this iron delivers crisp, wrinkle-free results on all types of fabric.</p>
\n
\n
\n<hr class="""" data-start=""484"" data-end=""487"" />
\n
\n<h3 class="""" data-start=""489"" data-end=""519"">🔧 <strong data-start=""496"" data-end=""519"">Key Specifications:</strong></h3>
\n<ul data-start=""521"" data-end=""801"">
\n 	<li class="""" data-start=""521"" data-end=""542"">
\n<p class="""" data-start=""523"" data-end=""542""><strong data-start=""523"" data-end=""535"">Voltage:</strong> 220V</p>
\n</li>
\n 	<li class="""" data-start=""543"" data-end=""566"">
\n<p class="""" data-start=""545"" data-end=""566""><strong data-start=""545"" data-end=""559"">Frequency:</strong> 50Hz</p>
\n</li>
\n 	<li class="""" data-start=""567"" data-end=""587"">
\n<p class="""" data-start=""569"" data-end=""587""><strong data-start=""569"" data-end=""579"">Power:</strong> 1300W</p>
\n</li>
\n 	<li class="""" data-start=""588"" data-end=""687"">
\n<p class="""" data-start=""590"" data-end=""687""><strong data-start=""590"" data-end=""614"">Temperature Control:</strong> 5-level adjustable temperature dial (1–5) to suit various fabric types</p>
\n</li>
\n 	<li class="""" data-start=""688"" data-end=""801"">
\n<p class="""" data-start=""690"" data-end=""801""><strong data-start=""690"" data-end=""714"">Steam Functionality:</strong> Equipped with a hanging water bottle system to provide continuous steam during ironing</p>
\n</li>
\n</ul>
\n
\n<hr class="""" data-start=""803"" data-end=""806"" />
\n
\n<h3 class="""" data-start=""808"" data-end=""827"">✅ <strong data-start=""814"" data-end=""827"">Features:</strong></h3>
\n<ul data-start=""829"" data-end=""1445"">
\n 	<li class="""" data-start=""829"" data-end=""983"">
\n<p class="""" data-start=""831"" data-end=""983""><strong data-start=""831"" data-end=""861"">Continuous Powerful Steam:</strong><br data-start=""861"" data-end=""864"" />The hanging water bottle system ensures a consistent flow of steam to eliminate wrinkles faster and more effectively.</p>
\n</li>
\n 	<li class="""" data-start=""985"" data-end=""1146"">
\n<p class="""" data-start=""987"" data-end=""1146""><strong data-start=""987"" data-end=""1022"">Adjustable Temperature Control:</strong><br data-start=""1022"" data-end=""1025"" />Five temperature settings allow you to customize the heat for different fabrics – from delicate silks to heavy cottons.</p>
\n</li>
\n 	<li class="""" data-start=""1148"" data-end=""1330"">
\n<p class="""" data-start=""1150"" data-end=""1330""><strong data-start=""1150"" data-end=""1180"">Efficient and Time-Saving:</strong><br data-start=""1180"" data-end=""1183"" />Ideal for tailoring, garment production, laundry services, and home use, this steam iron reduces ironing time and delivers a professional finish.</p>
\n</li>
\n 	<li class="""" data-start=""1332"" data-end=""1445"">
\n<p class="""" data-start=""1334"" data-end=""1445""><strong data-start=""1334"" data-end=""1359"">Durable and Reliable:</strong><br data-start=""1359"" data-end=""1362"" />Built with quality components for long-lasting performance, even under heavy use.</p>
\n</li>
\n</ul>
\n
\n<hr class="""" data-start=""1447"" data-end=""1450"" />
\n
\n<h3 class="""" data-start=""1452"" data-end=""1475"">🧵 <strong data-start=""1459"" data-end=""1475"">Perfect For:</strong></h3>
\n<ul data-start=""1477"" data-end=""1620"">
\n 	<li class="""" data-start=""1477"" data-end=""1510"">
\n<p class="""" data-start=""1479"" data-end=""1510"">Tailors and fashion designers</p>
\n</li>
\n 	<li class="""" data-start=""1511"" data-end=""1542"">
\n<p class="""" data-start=""1513"" data-end=""1542"">Boutiques and garment shops</p>
\n</li>
\n 	<li class="""" data-start=""1543"" data-end=""1575"">
\n<p class="""" data-start=""1545"" data-end=""1575"">Laundry and ironing services</p>
\n</li>
\n 	<li class="""" data-start=""1576"" data-end=""1620"">
\n<p class="""" data-start=""1578"" data-end=""1620"">Home users who want professional results</p>
\n</li>
\n</ul>
\n
\n<hr class="""" data-start=""1622"" data-end=""1625"" />
\n<p class="""" data-start=""1627"" data-end=""1785"">Achieve crisp, polished garments every time with this reliable and easy-to-use electric steam iron – the perfect addition to your sewing and pressing station.</p>",,,taxable,,1,2,,0,0,4.0,,,,1,,98000,100000,Pressing Iron & Steamers,"hanging bottle iron, industrial iron, pressing iron, steam iron",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/IMG_9450-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/IMG_9447-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/IMG_9448-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/IMG_9446-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/IMG_9445-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/IMG_9449-1.jpg",,,,,,,,,0,,

22902,simple,BSA-000128-C,,Tabletop Cording Foot,1,0,visible,"Double Welt Piping Foot for Singer low shank snap-on sewing machines. Ideal for creating or attaching piping with 2 grooved holes, fits most low shank machines including Brother, Janome, Juki &amp; more. Suitable for cords up to 3/16"" in diameter.","<span class=""a-list-item"">Double Welt Foot For Singer All Low Shank Snap-on Tabletop Sewing Machine</span>
\n
\n<span class=""a-list-item"">This Piping Foot uses a two groove underside to hold and cover cord for crafters looking to make their own piping cord. This Piping Foot can also be used to attach piping</span>
\n
\n<span class=""a-list-item"">Fits All Low Shank Snap-On Singer (Some Singers Require Low Shank Adaptor), Brother, Babylock, Euro-Pro, Janome, Kenmore, White, Juki, New Home, Simplicity, Necchi and Elna Sewing Machines</span>
\n
\n<span class=""a-list-item"">Piping Presser Foot With 2 Grooved Holes, Make sure that the biggest thread/rope/cord diameter under the grooved hole is within 3/16</span>",,,taxable,,1,20,,0,0,0.01,,,,1,,7500,8000,"Sewing Machine Foots, Sewing Machine Foots > Tabletop Sewing Machine Foots & Attachments","cord sewing, cording, cording attachment",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Tabletop-cording-foot-13.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Tabletop-cording-foot-14.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Tabletop-cording-foot-5.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Tabletop-cording-foot-12.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Tabletop-cording-foot-11.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Tabletop-cording-foot-8.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Tabletop-cording-foot-7.jpg",,,,,,,,,0,,

22903,simple,BSA-000129-C,,10” Silver Carbon Scissors,1,0,visible,Carbon steel scissors are made from a single piece of metal for durability and strength. They stay sharp longer and are typically plated with nickel or chromium to resist rust.,"<p class="""" data-start=""0"" data-end=""329"">Carbon steel scissors are expertly crafted from a single piece of high-quality carbon steel, meaning both the blade and handle form one continuous, seamless structure. This construction offers exceptional strength, durability, and cutting precision, making them ideal for heavy-duty or professional use.</p>
\n<p class="""" data-start=""331"" data-end=""699"">Carbon steel, composed of iron and approximately 1% carbon, is known for its hardness and ability to retain a sharp edge over time. This ensures consistently clean cuts, even after extended use. To protect against rust and corrosion, these scissors are typically plated with a layer of nickel or chromium, enhancing their longevity and keeping them looking polished.</p>
\n<p class="""" data-start=""701"" data-end=""895"">Whether you're working with fabric, paper, or other materials, carbon steel scissors provide a reliable and long-lasting cutting tool for tailors, designers, crafters, and DIY enthusiasts alike.</p>",,,taxable,,1,4,,0,0,0.4,,,,1,,20000,20500,Cutters & Scissors,"cutting scissors, fabric cutter, fabric scissors, scissors",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Silver-carbon-scissors-3.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Silver-carbon-scissors-4.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Silver-carbon-scissors-6.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Silver-carbon-scissors-7.jpg",,,,,,,,,0,,

22904,simple,BSA-000130-C,,Automatic Beading Machine,1,0,visible,Automatic Beading Machine – Efficient tool for quick and easy stringing of beads.,"<p class="""" data-start=""108"" data-end=""373"">This <strong data-start=""137"" data-end=""166"" data-is-only-node="""">Automatic Beading Machine</strong> is a game-changer for jewelry makers, fashion designers, and craft enthusiasts. Designed for speed and efficiency, it streamlines the process of stringing beads, saving you time and reducing hand fatigue.</p>
\n<p class="""" data-start=""375"" data-end=""719"">Whether you're working on traditional beaded garments, accessories, or decorative crafts, this machine helps you load and string beads effortlessly. It is especially useful for bulk projects, allowing for consistent results and neat finishing. Compact and easy to use, it’s a must-have tool for anyone looking to enhance their beading workflow.</p>",,,taxable,,1,4,,0,0,0.5,,,,1,,46000,47000,Embroidery Tools,"bead spinner, beading, beading tools",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/large-bead-spinner-6.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/large-bead-spinner.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/large-bead-spinner-5.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/large-bead-spinner-3.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/large-bead-spinner-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/large-bead-spinner-4.jpg",,,,,,,,,0,,

22905,simple,BSA-000131-C,,12” Silver Carbon Scissors,1,0,visible,Carbon steel scissors are made from a single piece of metal for durability and strength. They stay sharp longer and are typically plated with nickel or chromium to resist rust.,"<p class="""" data-start=""0"" data-end=""329"">Carbon steel scissors are expertly crafted from a single piece of high-quality carbon steel, meaning both the blade and handle form one continuous, seamless structure. This construction offers exceptional strength, durability, and cutting precision, making them ideal for heavy-duty or professional use.</p>
\n<p class="""" data-start=""331"" data-end=""699"">Carbon steel, composed of iron and approximately 1% carbon, is known for its hardness and ability to retain a sharp edge over time. This ensures consistently clean cuts, even after extended use. To protect against rust and corrosion, these scissors are typically plated with a layer of nickel or chromium, enhancing their longevity and keeping them looking polished.</p>
\n<p class="""" data-start=""701"" data-end=""895"">Whether you're working with fabric, paper, or other materials, carbon steel scissors provide a reliable and long-lasting cutting tool for tailors, designers, crafters, and DIY enthusiasts alike.</p>",,,taxable,,1,9,,0,0,0.6,,,,1,,23500,24500,Cutters & Scissors,"cutting scissors, fabric cutter, fabric scissors, scissors",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Silver-carbon-scissors-3.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Silver-carbon-scissors-4.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Silver-carbon-scissors-7.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Silver-carbon-scissors-11.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Silver-carbon-scissors-12.jpg",,,,,,,,,0,,
